Hour	 Total_subsurface_storage	 Total_surface_storage	 Total_surface_runoff	 ET	
84	 5120772318.646427	 1769.4859387770493	 633.1733063312165	 0	
85	 5120077433.504786	 1743.764703225644	 622.5233352678812	 0	
86	 5119273631.633498	 1707.7747969304266	 608.6978637916455	 0	
87	 5121406402.054449	 1779.6980300583464	 631.3516677744055	 0	
88	 5122461774.425482	 1792.118431201932	 638.929094853914	 0	
89	 5122478516.304481	 1767.079927478704	 631.6829297884823	 0	
90	 5122228373.248791	 1746.8256003270408	 623.8034536533403	 0	
91	 5122343178.2012005	 1742.2550759583376	 621.0332426703799	 0	
92	 5123619197.86782	 1781.3301855360578	 633.95490558115	 0	
93	 5126486245.276935	 1871.457271503838	 666.5900031288447	 0	
94	 5129924653.035808	 1979.4361002211965	 709.1304250693003	 0	
95	 5131550117.664165	 2003.3127465581683	 723.3162438892508	 0	
96	 5132184744.17303	 1997.0834810045524	 722.6503223636195	 0	
97	 5138908951.754895	 2228.267612713573	 808.3725036411247	 0	
98	 5142170603.226076	 2258.2435300469165	 831.2309217942442	 0	
99	 5149101698.141409	 2421.0996195647426	 899.5257918212444	 0	
100	 5149128240.98889	 2270.2351030606615	 849.7081332291276	 0	
101	 5149696483.035202	 2190.664151536109	 813.1858422849482	 0	
102	 5149932237.838764	 2126.910394789897	 783.8758801472945	 0	
103	 5149493848.00303	 2061.3856295555047	 755.3367772987327	 0	
104	 5148739005.238575	 1986.55613630349	 724.1270658530232	 0	
105	 5148205586.619412	 1954.1276367422022	 707.895809337478	 0	
106	 5147564055.289499	 1923.7885867709285	 694.609838289135	 0	
107	 5146797489.973178	 1893.30856589775	 681.9821797693604	 0	
108	 5145877164.58159	 1860.7342424274163	 668.9167363875283	 0	
109	 5144860985.448653	 1825.9878310470933	 655.1470222834904	 0	
110	 5143740290.161109	 1789.4791785902355	 640.777545516912	 0	
111	 5142507954.452848	 1751.651611028882	 625.8692898200607	 0	
112	 5141301960.944192	 1721.410519418111	 613.53485366977	 0	
113	 5140120292.509284	 1697.366411766897	 603.7399489392143	 0	
114	 5138976386.436155	 1678.6357567254533	 596.162514794385	 0	
115	 5138091313.200731	 1682.2574336658931	 596.3959985751053	 0	
116	 5137414435.2471895	 1703.409369344098	 603.6384151438077	 0	
117	 5136921571.860537	 1739.198846226594	 616.9740909029092	 0	
118	 5136448009.314227	 1765.2934041005813	 628.0077094044177	 0	
119	 5135994204.110705	 1784.6977837610968	 636.4711927780697	 0	
120	 5135562142.019809	 1799.6903675730437	 642.9802422103346	 0	
121	 5135252106.377708	 1832.264880530293	 655.3996514819673	 0	
122	 5135164723.780428	 1886.5137520826397	 675.9004904005994	 0	
123	 5135082564.771698	 1926.6851833161807	 692.4087546352242	 0	
124	 5135001607.268059	 1955.1420234551833	 704.2752419112096	 0	
125	 5134919630.954307	 1975.641949102191	 712.5049735248756	 0	
126	 5134833867.851086	 1989.2276850412586	 717.8863178382348	 0	
127	 5134754817.340484	 2000.5935616007766	 722.2625511004353	 0	
128	 5134579332.170497	 2001.9214993654225	 722.9068139995844	 0	
129	 5134498507.201208	 2010.748218903279	 725.9282680072411	 0	
130	 5134417224.81571	 2016.8522829435487	 728.4879692507037	 0	
131	 5134336154.065292	 2021.228722562511	 730.5249859349951	 0	
132	 5134238937.228206	 2022.7434414542154	 731.5059870359853	 0	
133	 5134124394.289978	 2021.6204083119608	 731.36190916541	 0	
134	 5133988943.351133	 2018.3314589878887	 730.2415803696605	 0	
135	 5133807271.497822	 1976.4728693863854	 715.269078277236	 0	
136	 5133180719.734	 1937.097839454413	 699.4712038376646	 0	
137	 5132474688.7740965	 1900.1648823403957	 684.4932236252332	 0	
138	 5131711328.493963	 1866.1496248485466	 670.7743539633217	 0	
139	 5131013722.671278	 1844.492589569066	 661.521752099979	 0	
140	 5130391355.892117	 1832.808279012455	 656.2909310511404	 0	
141	 5129856271.414915	 1829.5530324102783	 654.4896260454176	 0	
142	 5129419799.347118	 1840.5533557425963	 657.9544579612786	 0	
143	 5129089743.746688	 1864.3233327551006	 666.4726999648746	 0	
144	 5129009222.0089855	 1909.6009824771124	 682.9548426712249	 0	
145	 5128937898.786063	 1943.3601313528409	 696.6372627778102	 0	
146	 5128869784.31393	 1967.5923247859057	 706.8246057217727	 0	
147	 5128800330.372939	 1984.1375711014427	 713.9952478786565	 0	
148	 5128722574.455978	 1994.2113717440739	 718.5331476081695	 0	
149	 5128374324.116337	 1965.5742515751788	 709.1530940450873	 0	
150	 5127969221.7129135	 1933.5473516481757	 696.8546200311714	 0	
151	 5127457013.392914	 1901.1297658308947	 684.051609211662	 0	
152	 5126169140.720412	 1803.1715550670874	 648.9144199079669	 0	
153	 5125390104.773363	 1786.3797815749872	 638.5355450338875	 0	
154	 5124495098.79367	 1770.891211267032	 631.874799447034	 0	
155	 5123477625.7706995	 1753.927330489894	 625.4073103265291	 0	
156	 5122319266.586057	 1734.176220862384	 617.9818337728907	 0	
157	 5121220621.256489	 1721.6521593275902	 612.8102680631907	 0	
158	 5120200175.308075	 1717.4565371677647	 610.7125115203099	 0	
159	 5119280021.753233	 1722.4510082136026	 612.1474321183458	 0	
160	 5118456933.662399	 1731.9358614942007	 615.622221831618	 0	
161	 5117736793.6487055	 1746.8027617034795	 621.2594550511706	 0	
162	 5117253455.258993	 1813.9151523974065	 645.5393226076744	 0	
163	 5116736962.437627	 1861.286761012943	 665.4216563080605	 0	
164	 5116182971.245179	 1893.911304097181	 679.2794057027962	 0	
165	 5115604329.85301	 1855.6550912489488	 667.3858286138137	 0	
166	 5115028556.8285675	 1825.1809930576528	 654.8299347947642	 0	
167	 5114438313.138023	 1797.4957736799288	 643.2346276690535	 0	
168	 5113829178.265726	 1770.57229002709	 632.3340827049883	 0	
169	 5113245265.874744	 1753.609126877503	 625.0749963508798	 0	
170	 5112683321.191277	 1742.924393290145	 620.5311997786637	 0	
171	 5112141146.686087	 1735.9577064770879	 617.6841079363473	 0	
172	 5111621824.903292	 1733.760954654756	 616.6940272903837	 0	
173	 5111124770.450319	 1734.6763350748026	 616.991793570725	 0	
174	 5110658745.389775	 1738.3708500238547	 618.3873132910793	 0	
175	 5110038822.808258	 1725.7397715949683	 614.3287235427493	 0	
176	 5108725893.520362	 1649.695216445887	 588.3029257567706	 0	
177	 5107734999.095997	 1629.6940029978894	 577.9862862605847	 0	
178	 5106704710.139597	 1625.5961087779838	 575.0186912439108	 0	
179	 5105659604.688756	 1630.2454068452696	 576.1458480876763	 0	
180	 5104608825.11248	 1639.3933568974933	 579.4078823827899	 0	
181	 5103954169.553034	 1682.7717701602553	 594.3746026493263	 0	
182	 5103931308.16121	 1768.8480423816595	 625.9322085167273	 0	
183	 5103217293.317963	 1823.645522442346	 649.7953227336766	 0	
184	 5102430006.055097	 1801.758002094615	 645.7388294747892	 0	
185	 5101588659.788386	 1775.8199159784199	 636.1534738800234	 0	
186	 5100740347.236079	 1750.0380710902236	 625.6449924690089	 0	
187	 5100036771.912324	 1734.7493483944013	 618.670261667091	 0	
188	 5099458280.089384	 1728.8840676236193	 615.519050324482	 0	
189	 5098987513.028668	 1730.929699532786	 615.7086040420103	 0	
190	 5098512299.735357	 1728.5521980618198	 614.9187543733448	 0	
191	 5098037905.432144	 1723.873280250559	 613.2167938101112	 0	
192	 5097568026.232643	 1718.3888450062145	 611.0834035039674	 0	
193	 5097162526.329316	 1727.1413583850942	 613.7159260336877	 0	
194	 5096813683.727768	 1743.4633982486882	 619.6471487796063	 0	
195	 5096504771.271849	 1761.8804149279003	 626.8704496156644	 0	
196	 5096307327.691396	 1823.5117097378434	 649.5590821177258	 0	
197	 5096106551.124419	 1866.3069627746452	 668.2947587080108	 0	
198	 5095816889.481804	 1850.1198792541356	 665.245051378487	 0	
199	 5095428584.268269	 1828.9130521876834	 657.0503364202406	 0	
200	 5094359157.542621	 1749.5089396114731	 628.2430106496396	 0	
201	 5093702123.681773	 1732.7245597700512	 618.084769955985	 0	
202	 5093020535.833962	 1727.5130819715994	 614.5120439974132	 0	
203	 5092279448.188568	 1723.8558883537924	 612.6921696608043	 0	
204	 5091393939.924044	 1712.967438563429	 608.7777816206903	 0	
205	 5090260235.265264	 1680.8655647828018	 597.4612481693042	 0	
206	 5088797924.133423	 1626.3606687723918	 577.8581285857297	 0	
207	 5086965002.153427	 1555.3366040145656	 551.6434777350815	 0	
208	 5085362590.679926	 1515.9111419433077	 534.8616654211564	 0	
209	 5083967357.170325	 1498.7573058753833	 526.9013262414859	 0	
210	 5082764217.089637	 1497.3774600078182	 525.5873954231332	 0	
211	 5081940885.854026	 1519.2886133840595	 533.0350827953081	 0	
212	 5081412375.813189	 1558.296049600897	 547.4379971698613	 0	
213	 5081114272.174104	 1610.042902737112	 567.1193676111983	 0	
214	 5080861434.382237	 1653.3681577842297	 584.5760341287996	 0	
215	 5080650630.707786	 1689.9980327439732	 599.4941533722667	 0	
216	 5080483425.402747	 1722.8111706355342	 612.5439842287263	 0	
217	 5080316670.933917	 1745.5018996943243	 621.8810710494118	 0	
218	 5080142818.228046	 1758.789778779853	 627.5058680335299	 0	
219	 5079961946.739335	 1764.4535912014182	 629.965551046167	 0	
220	 5079785683.622254	 1768.944837766283	 631.5771678123496	 0	
221	 5079615381.621939	 1772.6693981701333	 632.8473400790914	 0	
222	 5079451896.237172	 1775.5821630495143	 633.8639331976295	 0	
223	 5079202744.045106	 1776.519545676235	 634.2275298474634	 0	
224	 5078078874.602001	 1709.869055246786	 611.347885939016	 0	
225	 5077639823.304688	 1724.4912816011176	 612.9071082233155	 0	
226	 5076973182.062432	 1718.4190732855945	 610.8168866043274	 0	
227	 5076033831.426006	 1692.804242399405	 601.8680670860884	 0	
228	 5074760850.15276	 1648.2896200574837	 585.7592835260584	 0	
229	 5073384027.191498	 1592.6714716095041	 565.1869513195489	 0	
230	 5071808986.941068	 1527.7463377604013	 540.7162064780091	 0	
231	 5070022364.909803	 1455.3776975316946	 513.4824273526064	 0	
232	 5068480933.948094	 1414.6784502612643	 496.4029202252882	 0	
233	 5067191204.918533	 1398.3835054659576	 488.6447988069033	 0	
234	 5066077321.153853	 1396.9221054921165	 487.1844658205705	 0	
235	 5065294823.963605	 1417.3318798048908	 493.8669063731853	 0	
236	 5064822024.9163065	 1454.7188451438992	 507.6385613577014	 0	
237	 5064748859.37	 1507.8658026207124	 528.1370890181363	 0	
238	 5064684736.652863	 1549.5248250108405	 545.7300448672939	 0	
239	 5064702782.824071	 1585.7294534615633	 560.8421622470643	 0	
240	 5064794056.492737	 1617.846826040382	 573.969234364459	 0	
241	 5064774745.653047	 1643.218231506098	 584.3579132027609	 0	
242	 5064750293.312045	 1668.0729963629774	 593.9945923250335	 0	
243	 5064581586.844181	 1687.6284243919497	 601.6546419214137	 0	
244	 5064459148.09094	 1709.2530764354683	 609.7609122095282	 0	
245	 5064475545.45156	 1735.3968921845947	 619.6833405153064	 0	
246	 5064594916.11799	 1763.289211736929	 630.7329463843023	 0	
247	 5064614403.615246	 1784.9780439998922	 639.3504499881344	 0	
248	 5064242176.967534	 1768.3727829604575	 634.3058446707776	 0	
249	 5064527768.033077	 1804.9753257055272	 645.8161812651641	 0	
250	 5065063618.217257	 1829.5608414330154	 655.588309524728	 0	
251	 5064496793.390084	 1793.559744960598	 643.999650089493	 0	
252	 5064081626.846732	 1759.987499478894	 630.3729352109734	 0	
253	 5066227753.462742	 1828.4482248861998	 651.9848766507741	 0	
254	 5067488878.124438	 1840.37028684288	 659.1598060084384	 0	
255	 5073438028.228758	 2018.0156521508225	 725.9105507388579	 0	
256	 5074282529.43849	 1954.7815516053665	 712.4033765857736	 0	
257	 5073421620.086051	 1850.4479161042273	 673.0929710430896	 0	
258	 5072648456.129152	 1784.251911406734	 643.5749472719124	 0	
259	 5072014383.26858	 1732.6367511445892	 620.7246730922403	 0	
260	 5071482737.34689	 1702.2737807083088	 606.5772403549612	 0	
261	 5071085538.567779	 1691.3520821642192	 600.5464147831542	 0	
262	 5070663452.735236	 1693.0484264850436	 600.106606169964	 0	
263	 5070290768.444095	 1701.3977392732054	 602.812569065414	 0	
264	 5069937907.560297	 1707.8007934556356	 605.3638515257259	 0	
265	 5069638553.431616	 1724.0343402134076	 611.2513632646584	 0	
266	 5069393564.271391	 1747.202412531605	 620.0349680701443	 0	
267	 5069215799.631496	 1777.299108548667	 631.7615353520084	 0	
268	 5069034886.233539	 1795.4958319868	 639.9104907168334	 0	
269	 5068851736.920773	 1805.8472959356839	 644.8563016616921	 0	
270	 5068820701.1810255	 1851.5197872357107	 661.8761397298424	 0	
271	 5068891685.36565	 1883.7942842968573	 676.1036705578741	 0	
272	 5068791535.383008	 1888.529495592389	 680.1654467142287	 0	
273	 5068846285.597676	 1909.7139955524758	 688.6762141809501	 0	
274	 5068882094.84167	 1920.6576565441508	 694.0322974944975	 0	
275	 5068553426.826129	 1877.5511966061563	 679.2440568037474	 0	
276	 5067986648.537062	 1820.0681922887038	 656.5118273492234	 0	
277	 5067257954.654488	 1760.0058445240113	 631.8950214107163	 0	
278	 5066383832.931345	 1700.7697272635132	 607.7100998848907	 0	
279	 5065370010.196671	 1643.0596121410724	 584.6730352735251	 0	
280	 5064504744.348174	 1612.5852394068581	 571.1367654716944	 0	
281	 5063766703.04625	 1601.3029011771137	 565.4235235867392	 0	
282	 5063137603.5201645	 1602.772970217372	 565.1839877720082	 0	
283	 5062686622.657068	 1619.711446898461	 570.7877508910572	 0	
284	 5062374153.953291	 1646.939249423656	 580.5871309287011	 0	
285	 5062171973.315545	 1680.0233966943954	 593.0325939934268	 0	
286	 5061979936.413314	 1704.456490575654	 603.0638002958157	 0	
287	 5061797798.226736	 1722.648269447281	 610.6934814907498	 0	
288	 5061625392.718996	 1736.1654524805124	 616.3923827633037	 0	
289	 5061471847.469445	 1750.3458903378826	 622.0593988932051	 0	
290	 5061336217.4867935	 1764.3935488007694	 627.7191304660645	 0	
291	 5061220733.105004	 1778.6067220863113	 633.4970932623636	 0	
292	 5061314001.950878	 1834.4414416967522	 654.0358723060579	 0	
293	 5061415065.486515	 1875.237888204234	 671.7755761188704	 0	
294	 5061517728.118942	 1901.328735904143	 684.1292407165239	 0	
295	 5061617171.746014	 1919.5548076625523	 692.8659213983246	 0	
296	 5061645347.667634	 1921.5486918069043	 695.0581627958595	 0	
297	 5061724898.984068	 1933.8343222482565	 699.3675245665914	 0	
298	 5061805963.844746	 1945.3105502695078	 703.194944362325	 0	
299	 5061881959.597367	 1954.3919817289252	 706.1662781759245	 0	
300	 5061947229.027357	 1960.4885710581786	 708.0202496846781	 0	
301	 5061986619.291549	 1961.1584703343985	 707.8394029521745	 0	
302	 5061637932.911445	 1906.5388736597072	 687.6693956614399	 0	
303	 5060911933.745888	 1836.1167899907243	 659.8769847398221	 0	
304	 5060204439.103521	 1784.940567862267	 638.2947403266414	 0	
305	 5059530517.770636	 1749.2173406398058	 623.0333557177643	 0	
306	 5058904422.627284	 1725.2974359284406	 612.9274007563441	 0	
307	 5058423851.039557	 1717.4439171873423	 609.1056403213179	 0	
308	 5058072555.801474	 1721.7359557037505	 610.2924936714356	 0	
309	 5057830096.828443	 1734.626664582144	 615.0987705024544	 0	
310	 5057605787.326513	 1745.4008742029791	 619.6736329535083	 0	
311	 5057398776.463789	 1754.764161191287	 623.6947655584044	 0	
312	 5057207566.212468	 1762.971157473592	 627.1900087648979	 0	
313	 5057039083.705777	 1773.455491335736	 631.374539829239	 0	
314	 5056892892.949652	 1785.499721441857	 636.1649864559741	 0	
315	 5056767388.00687	 1799.0286356413471	 641.2985244147811	 0	
316	 5056853692.1368065	 1851.5065084562518	 659.9351706577593	 0	
317	 5056943183.992532	 1890.1007658197652	 675.7739873410959	 0	
318	 5057027778.525313	 1914.9839547523593	 686.5779309310268	 0	
319	 5057110913.090319	 1933.427745033748	 694.3348007298896	 0	
320	 5057121983.073121	 1935.3678858517173	 695.7019764431657	 0	
321	 5057195900.4251175	 1948.87690397406	 700.4422007656057	 0	
322	 5057265002.854046	 1958.9283169695957	 704.540420655012	 0	
323	 5057327447.917215	 1965.3089685310274	 707.3698830390771	 0	
324	 5057370830.910533	 1967.711158745376	 708.6323923787871	 0	
325	 5057401256.32021	 1967.4604039417923	 708.7613904217344	 0	
326	 5057418075.922717	 1965.2653220511115	 708.0314900033595	 0	
327	 5057005346.993488	 1912.3380069831649	 689.0954361644093	 0	
328	 5056426194.658396	 1862.807862239041	 669.1694918259851	 0	
329	 5055762019.900428	 1816.4774875331898	 650.3788068218935	 0	
330	 5055043064.326084	 1773.7752428900958	 633.3036353445544	 0	
331	 5054520533.64044	 1755.4180309807905	 624.8185949105044	 0	
332	 5054166011.383	 1755.44577984536	 623.8788176654003	 0	
333	 5053945970.927374	 1769.0989492697886	 628.7468030931076	 0	
334	 5053782873.178827	 1791.5359335743685	 637.2878140800684	 0	
335	 5053845005.071103	 1844.011498102494	 656.5943176312612	 0	
336	 5053910243.834342	 1882.6864826825254	 672.6494183511028	 0	
337	 5053979900.083688	 1911.212684235853	 684.6862651334291	 0	
338	 5054040629.305615	 1930.200463194504	 692.622256051923	 0	
339	 5053871436.883748	 1906.8949364163564	 685.096252169341	 0	
340	 5053675229.319465	 1883.952123344871	 675.7875222711922	 0	
341	 5053459562.06477	 1862.2692245487292	 666.8360608301198	 0	
342	 5053223154.952246	 1841.4797638326768	 658.4573444048084	 0	
343	 5052914936.451581	 1821.3972592655355	 650.5529474049064	 0	
344	 5052294313.047416	 1772.4405555485948	 632.9665869762961	 0	
345	 5051808469.425059	 1761.8131019485083	 627.1492170410608	 0	
346	 5051214185.751142	 1753.8406196355734	 623.7667019623814	 0	
347	 5050505906.216768	 1745.1437298650962	 620.5405980945199	 0	
348	 5049662061.238436	 1733.5582113010953	 616.3109945764666	 0	
349	 5048973918.329255	 1737.5203926429933	 617.1753545455371	 0	
350	 5048487839.378296	 1757.8780246156734	 624.35300575071	 0	
351	 5048529223.55306	 1819.2054439242665	 646.4558994135224	 0	
352	 5048578794.958717	 1864.240545324755	 665.0822582975736	 0	
353	 5048636666.282831	 1897.328856357658	 679.0769049773331	 0	
354	 5048721616.61203	 1923.303821956072	 689.7427301932668	 0	
355	 5048796849.23582	 1940.8299882099664	 696.9398196978188	 0	
356	 5048859761.718614	 1951.8179778524895	 701.4764868420359	 0	
357	 5048913778.430296	 1958.0916686343942	 704.1467227447969	 0	
358	 5048970310.352971	 1963.1772570628495	 706.2834100673724	 0	
359	 5049021709.198263	 1966.1747835437716	 707.6923106140267	 0	
360	 5049061895.946693	 1966.8430233402414	 708.2081772835331	 0	
361	 5048781962.10884	 1931.9628654261212	 695.9518157208549	 0	
362	 5048452642.6540575	 1897.5957573350893	 682.2525519891446	 0	
363	 5048098199.008527	 1865.2428529673844	 669.1207275941229	 0	
364	 5047749236.050963	 1841.110227012979	 659.0369806006103	 0	
365	 5047408427.272105	 1823.1744881474715	 651.5786991792878	 0	
366	 5047077819.321777	 1809.7457060595475	 646.0711063848973	 0	
367	 5046637109.879477	 1789.167869058681	 638.415614519463	 0	
368	 5046071415.029794	 1762.3083673770261	 628.3857843118006	 0	
369	 5045358995.981666	 1730.2462485482372	 616.1270236252768	 0	
370	 5044600168.730598	 1718.2766222104558	 610.3733495567604	 0	
371	 5043811246.678485	 1716.910476176691	 609.1214838583815	 0	
372	 5042991925.93434	 1720.44410040942	 610.2251599177164	 0	
373	 5042434156.407083	 1741.1847923437326	 617.5594753915523	 0	
374	 5042491389.702953	 1806.5728981760094	 641.4253585713992	 0	
375	 5042572112.2812	 1857.1277615106596	 662.3673152075155	 0	
376	 5042650000.461868	 1892.6837427665616	 677.6966419180915	 0	
377	 5042725048.392967	 1918.1394537359554	 688.3604156819615	 0	
378	 5042819338.6999445	 1937.6234438271883	 696.1928049854255	 0	
379	 5042907485.917092	 1951.217970871885	 701.5843892257482	 0	
380	 5042975542.888201	 1958.4236881319089	 704.5624395397572	 0	
381	 5043031359.996361	 1961.0285269786582	 705.7488372415495	 0	
382	 5043092124.457316	 1963.950022116958	 706.9298456565086	 0	
383	 5043157211.139785	 1966.933009370245	 708.203719777113	 0	
384	 5043226948.8742895	 1969.922571457265	 709.505402361261	 0	
385	 5043297761.381256	 1972.8589637646166	 710.6379782186667	 0	
386	 5043359916.228406	 1973.6396281147825	 711.0328439156112	 0	
387	 5043409413.08431	 1972.216677969782	 710.5797993361512	 0	
388	 5043156405.672058	 1936.761542929164	 698.0223520152122	 0	
389	 5042857991.436576	 1903.2171494556312	 684.592033534758	 0	
390	 5042531970.845386	 1872.0316664195998	 671.9084460418937	 0	
391	 5042080691.993242	 1836.0341927646525	 657.820995016629	 0	
392	 5041491903.206279	 1796.1112687259674	 642.280605411139	 0	
393	 5040737254.7833185	 1751.6733116356756	 625.0564678148579	 0	
394	 5039897107.277214	 1724.6439654336293	 613.542318276031	 0	
395	 5038971493.655267	 1706.871446974239	 605.9907827606297	 0	
396	 5037942220.90805	 1692.7716583339202	 600.2906996202128	 0	
397	 5036964657.704388	 1681.6494228028791	 595.8663895158641	 0	
398	 5036054962.129234	 1676.0064652637068	 593.4335806100734	 0	
399	 5035224683.714257	 1677.1940168440867	 593.5346580591302	 0	
400	 5034610652.695591	 1694.1956496302025	 599.2810915758379	 0	
401	 5034260874.065691	 1767.3670583379246	 625.12797850574	 0	
402	 5034349965.063483	 1823.1281651070021	 648.5048181048141	 0	
403	 5034431904.025427	 1860.6944607867338	 665.6108204141342	 0	
404	 5034503755.374299	 1886.6233510964607	 677.3436662041229	 0	
405	 5034570099.5410385	 1904.7884285383511	 685.0126257576235	 0	
406	 5034281429.744498	 1915.91671524723	 689.4972390169546	 0	
407	 5033906232.122779	 1869.9115633669048	 673.2353467749826	 0	
408	 5033494029.788957	 1824.5104904850425	 654.7245396684341	 0	
409	 5033096587.928276	 1791.5961631573591	 640.5040384255637	 0	
410	 5032715150.238571	 1767.9042588962336	 630.3256079648575	 0	
411	 5032348383.504209	 1750.9175926376893	 623.1360821337398	 0	
412	 5031997300.039371	 1740.074711922076	 618.5751266366698	 0	
413	 5031660913.757904	 1733.4164166530647	 615.8324326373239	 0	
